 # step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 901600      1.93e-02    1.90e-02      5.52e-04    1.09e-04      1.75e-02    1.81e-02    9.8e-08
 901700      1.79e-02    1.73e-02      4.93e-04    8.16e-05      1.61e-02    1.65e-02    9.8e-08
 901800      1.73e-02    1.65e-02      4.41e-04    7.31e-05      1.60e-02    1.57e-02    9.8e-08
 901900      1.71e-02    1.98e-02      3.61e-04    6.51e-04      1.57e-02    1.76e-02    9.8e-08
 902000      1.66e-02    1.64e-02      1.06e-04    4.05e-05      1.58e-02    1.57e-02    9.8e-08
 902100      1.82e-02    1.52e-02      5.79e-04    5.40e-04      1.59e-02    1.42e-02    9.8e-08
 902200      2.04e-02    1.48e-02      4.15e-04    6.61e-05      1.87e-02    1.41e-02    9.8e-08
 902300      1.91e-02    2.12e-02      3.49e-04    2.93e-04      1.79e-02    2.00e-02    9.8e-08
 902400      2.46e-02    1.35e-02      1.02e-03    6.26e-04      1.98e-02    1.25e-02    9.8e-08
 902500      1.93e-02    1.48e-02      3.29e-04    7.07e-04      1.80e-02    1.36e-02    9.8e-08
 902600      1.68e-02    2.46e-02      3.97e-04    9.23e-04      1.53e-02    2.14e-02    9.8e-08
 902700      1.78e-02    1.28e-02      2.56e-04    6.14e-04      1.68e-02    1.18e-02    9.8e-08
 902800      1.95e-02    1.36e-02      2.96e-04    7.52e-04      1.80e-02    1.23e-02    9.8e-08
 902900      1.89e-02    1.93e-02      3.08e-04    3.48e-04      1.76e-02    1.80e-02    9.8e-08
 903000      2.03e-02    1.50e-02      7.55e-04    2.87e-04      1.66e-02    1.40e-02    9.8e-08
 903100      1.88e-02    1.63e-02      4.35e-04    4.26e-05      1.70e-02    1.56e-02    9.8e-08
 903200      3.09e-02    1.76e-02      7.46e-04    3.28e-04      2.84e-02    1.65e-02    9.8e-08
 903300      2.28e-02    1.48e-02      1.03e-03    1.09e-04      1.88e-02    1.41e-02    9.8e-08
 903400      2.03e-02    2.17e-02      2.01e-04    9.58e-04      1.92e-02    1.81e-02    9.8e-08
 903500      1.74e-02    1.85e-02      5.74e-05    4.34e-04      1.66e-02    1.75e-02    9.8e-08
 903600      1.78e-02    1.75e-02      2.12e-04    2.77e-04      1.68e-02    1.64e-02    9.8e-08
 903700      1.68e-02    1.35e-02      2.77e-04    4.36e-04      1.57e-02    1.27e-02    9.8e-08
 903800      2.04e-02    2.05e-02      3.89e-04    4.95e-04      1.89e-02    1.88e-02    9.8e-08
 903900      2.26e-02    1.81e-02      5.41e-04    1.60e-04      2.04e-02    1.72e-02    9.8e-08
 904000      1.82e-02    2.27e-02      5.41e-04    3.79e-04      1.66e-02    2.13e-02    9.8e-08
 904100      2.13e-02    1.55e-02      5.34e-04    2.99e-04      1.93e-02    1.44e-02    9.8e-08
 904200      1.77e-02    1.26e-02      1.56e-04    7.05e-04      1.68e-02    1.14e-02    9.8e-08
 904300      1.73e-02    1.79e-02      5.10e-04    1.38e-04      1.58e-02    1.70e-02    9.8e-08
 904400      1.59e-02    1.68e-02      1.20e-04    4.68e-04      1.51e-02    1.52e-02    9.8e-08
 904500      1.83e-02    2.36e-02      1.36e-04    3.52e-04      1.74e-02    2.22e-02    9.8e-08
 904600      2.07e-02    1.62e-02      8.21e-04    1.48e-05      1.67e-02    1.55e-02    9.8e-08
 904700      1.82e-02    1.87e-02      2.49e-04    3.17e-04      1.71e-02    1.76e-02    9.8e-08
 904800      1.76e-02    2.16e-02      2.45e-04    9.99e-04      1.67e-02    1.78e-02    9.8e-08
 904900      2.22e-02    2.82e-02      4.83e-04    1.37e-03      2.04e-02    2.25e-02    9.8e-08
 905000      1.69e-02    1.67e-02      3.69e-04    2.97e-04      1.57e-02    1.57e-02    9.8e-08
 905100      1.96e-02    1.83e-02      2.83e-04    1.40e-04      1.83e-02    1.74e-02    9.8e-08
 905200      1.84e-02    1.76e-02      6.41e-04    1.91e-04      1.58e-02    1.67e-02    9.8e-08
 905300      2.55e-02    1.70e-02      9.37e-04    2.81e-04      2.12e-02    1.59e-02    9.8e-08
 905400      1.80e-02    1.60e-02      3.67e-04    5.85e-04      1.66e-02    1.38e-02    9.8e-08
 905500      1.95e-02    2.17e-02      3.96e-04    1.75e-04      1.81e-02    2.06e-02    9.8e-08
 905600      1.89e-02    1.85e-02      4.06e-04    4.16e-04      1.76e-02    1.75e-02    9.8e-08
 905700      1.88e-02    1.68e-02      1.39e-04    4.06e-04      1.78e-02    1.55e-02    9.8e-08
 905800      2.28e-02    1.56e-02      1.06e-03    4.82e-04      1.88e-02    1.41e-02    9.8e-08
 905900      1.78e-02    1.81e-02      2.95e-04    1.65e-04      1.66e-02    1.72e-02    9.8e-08
 906000      1.90e-02    2.21e-02      2.10e-04    1.85e-05      1.80e-02    2.11e-02    9.8e-08
 906100      1.93e-02    1.96e-02      5.62e-04    4.27e-04      1.73e-02    1.81e-02    9.8e-08
 906200      2.29e-02    1.57e-02      6.71e-04    1.18e-04      2.02e-02    1.49e-02    9.8e-08
 906300      2.30e-02    1.86e-02      9.78e-04    2.99e-05      1.92e-02    1.77e-02    9.8e-08
 906400      1.94e-02    3.17e-02      2.22e-04    1.67e-03      1.83e-02    2.43e-02    9.8e-08
 906500      1.81e-02    2.03e-02      4.24e-04    4.20e-04      1.65e-02    1.88e-02    9.8e-08
 906600      1.47e-02    2.36e-02      1.25e-04    9.80e-04      1.40e-02    1.99e-02    9.8e-08
 906700      1.88e-02    1.51e-02      4.27e-04    3.65e-04      1.71e-02    1.38e-02    9.8e-08
 906800      2.24e-02    2.21e-02      7.17e-04    5.03e-04      1.97e-02    2.04e-02    9.8e-08
 906900      1.80e-02    1.62e-02      9.36e-05    3.39e-04      1.71e-02    1.50e-02    9.8e-08
 907000      1.81e-02    1.58e-02      3.87e-04    2.03e-04      1.66e-02    1.49e-02    9.8e-08
 907100      1.82e-02    2.86e-02      1.49e-04    1.19e-03      1.73e-02    2.42e-02    9.8e-08
 907200      1.86e-02    2.34e-02      3.30e-04    7.28e-04      1.74e-02    2.13e-02    9.8e-08
 907300      2.20e-02    1.74e-02      8.26e-04    2.87e-04      1.91e-02    1.64e-02    9.8e-08
 907400      2.11e-02    1.62e-02      4.62e-04    2.08e-04      1.97e-02    1.53e-02    9.8e-08
 907500      2.21e-02    1.95e-02      7.35e-04    5.98e-04      1.92e-02    1.75e-02    9.8e-08
 907600      1.98e-02    1.60e-02      5.06e-04    2.81e-04      1.82e-02    1.51e-02    9.8e-08
 907700      1.67e-02    1.79e-02      5.08e-04    1.09e-04      1.50e-02    1.70e-02    9.8e-08
 907800      2.04e-02    1.75e-02      5.64e-04    3.25e-04      1.83e-02    1.64e-02    9.8e-08
 907900      1.76e-02    1.68e-02      4.59e-04    1.99e-04      1.59e-02    1.59e-02    9.8e-08
 908000      2.32e-02    1.59e-02      9.50e-04    2.25e-04      1.89e-02    1.51e-02    9.8e-08
 908100      3.19e-02    2.00e-02      5.44e-04    8.75e-05      2.95e-02    1.91e-02    9.8e-08
 908200      2.16e-02    2.88e-02      4.48e-04    4.42e-04      1.96e-02    2.71e-02    9.8e-08
 908300      1.94e-02    1.73e-02      3.56e-04    1.11e-04      1.81e-02    1.64e-02    9.8e-08
 908400      1.63e-02    2.18e-02      3.24e-04    3.63e-04      1.50e-02    2.05e-02    9.8e-08
 908500      1.88e-02    1.86e-02      3.66e-04    4.82e-05      1.72e-02    1.78e-02    9.8e-08
 908600      2.78e-02    1.50e-02      1.17e-03    2.58e-04      2.27e-02    1.42e-02    9.8e-08
 908700      2.13e-02    1.46e-02      6.23e-04    4.58e-04      1.83e-02    1.37e-02    9.8e-08
 908800      1.78e-02    1.72e-02      4.22e-04    2.32e-05      1.66e-02    1.64e-02    9.8e-08
 908900      2.24e-02    2.95e-02      7.31e-04    1.72e-03      1.93e-02    2.17e-02    9.8e-08
 909000      2.04e-02    2.07e-02      4.46e-04    5.24e-04      1.89e-02    1.90e-02    9.8e-08
 909100      2.02e-02    1.64e-02      4.15e-04    1.52e-04      1.86e-02    1.56e-02    9.8e-08
 909200      1.60e-02    2.82e-02      2.16e-04    1.51e-03      1.51e-02    2.18e-02    9.8e-08
 909300      1.83e-02    3.06e-02      3.02e-04    1.75e-03      1.71e-02    2.28e-02    9.8e-08
 909400      2.47e-02    2.14e-02      4.75e-04    3.94e-04      2.30e-02    1.99e-02    9.8e-08
 909500      1.70e-02    1.97e-02      2.02e-04    3.04e-04      1.61e-02    1.86e-02    9.8e-08
 909600      1.97e-02    2.19e-02      5.83e-04    6.88e-04      1.76e-02    1.95e-02    9.8e-08
 909700      2.17e-02    1.48e-02      7.85e-04    2.65e-04      1.82e-02    1.39e-02    9.8e-08
 909800      2.15e-02    3.15e-02      6.55e-04    1.74e-03      1.88e-02    2.40e-02    9.8e-08
 909900      2.00e-02    2.68e-02      3.04e-04    1.37e-03      1.88e-02    2.12e-02    9.8e-08
 910000      1.95e-02    1.87e-02      1.97e-04    4.88e-04      1.86e-02    1.73e-02    8.8e-08
 910100      2.18e-02    1.82e-02      5.49e-04    4.66e-06      1.95e-02    1.75e-02    8.8e-08
 910200      1.86e-02    1.42e-02      6.24e-04    3.38e-04      1.62e-02    1.35e-02    8.8e-08
 910300      1.66e-02    1.80e-02      1.75e-04    2.61e-05      1.58e-02    1.73e-02    8.8e-08
 910400      1.63e-02    2.27e-02      1.86e-04    6.68e-04      1.54e-02    2.06e-02    8.8e-08
 910500      1.70e-02    2.18e-02      1.82e-04    4.92e-04      1.59e-02    2.02e-02    8.8e-08
 910600      1.89e-02    1.92e-02      1.44e-04    8.61e-04      1.81e-02    1.61e-02    8.8e-08
 910700      1.96e-02    2.00e-02      1.03e-04    6.98e-04      1.87e-02    1.76e-02    8.8e-08
 910800      1.84e-02    2.12e-02      3.08e-04    1.96e-04      1.74e-02    2.03e-02    8.8e-08
 910900      1.64e-02    1.90e-02      2.92e-04    6.48e-04      1.55e-02    1.68e-02    8.8e-08
 911000      1.79e-02    1.70e-02      7.67e-05    7.66e-04      1.71e-02    1.42e-02    8.8e-08
 911100      2.46e-02    1.92e-02      3.76e-04    8.49e-05      2.32e-02    1.84e-02    8.8e-08
 911200      1.89e-02    1.27e-02      4.84e-04    2.10e-04      1.69e-02    1.21e-02    8.8e-08
 911300      1.65e-02    2.62e-02      3.03e-04    1.70e-03      1.54e-02    1.71e-02    8.8e-08
 911400      1.85e-02    1.76e-02      5.53e-04    3.22e-04      1.68e-02    1.65e-02    8.8e-08
 911500      2.02e-02    2.13e-02      4.26e-04    3.25e-05      1.85e-02    2.04e-02    8.8e-08
 911600      2.02e-02    2.70e-02      5.28e-04    1.33e-03      1.86e-02    2.14e-02    8.8e-08
 911700      2.26e-02    1.36e-02      5.87e-04    2.77e-04      2.02e-02    1.29e-02    8.8e-08
 911800      1.68e-02    1.73e-02      5.64e-04    5.25e-05      1.50e-02    1.66e-02    8.8e-08
 911900      1.94e-02    1.70e-02      3.46e-04    7.74e-05      1.82e-02    1.63e-02    8.8e-08
 912000      1.52e-02    1.89e-02      3.08e-04    4.01e-04      1.44e-02    1.76e-02    8.8e-08
 912100      2.01e-02    2.40e-02      5.11e-04    1.10e-03      1.82e-02    1.97e-02    8.8e-08
 912200      1.83e-02    2.21e-02      2.54e-04    8.21e-04      1.73e-02    1.92e-02    8.8e-08
 912300      1.96e-02    1.60e-02      6.81e-04    1.32e-04      1.74e-02    1.53e-02    8.8e-08
 912400      2.16e-02    2.38e-02      4.31e-04    2.95e-04      1.98e-02    2.26e-02    8.8e-08
 912500      2.13e-02    2.27e-02      5.14e-04    3.43e-04      1.91e-02    2.14e-02    8.8e-08
 912600      1.76e-02    1.95e-02      3.49e-04    3.36e-04      1.63e-02    1.84e-02    8.8e-08
 912700      1.91e-02    1.52e-02      3.26e-04    7.25e-05      1.79e-02    1.46e-02    8.8e-08
 912800      1.87e-02    1.74e-02      1.50e-04    3.65e-04      1.79e-02    1.62e-02    8.8e-08
 912900      1.50e-02    1.93e-02      3.52e-04    4.52e-05      1.41e-02    1.85e-02    8.8e-08
 913000      2.65e-02    2.24e-02      3.55e-04    1.28e-04      2.52e-02    2.14e-02    8.8e-08
 913100      2.32e-02    1.63e-02      1.07e-03    2.57e-04      1.92e-02    1.56e-02    8.8e-08
 913200      2.28e-02    1.49e-02      6.84e-05    3.69e-05      2.18e-02    1.43e-02    8.8e-08
 913300      1.95e-02    1.86e-02      3.43e-04    2.35e-04      1.84e-02    1.76e-02    8.8e-08
 913400      1.89e-02    2.12e-02      3.51e-04    6.24e-04      1.78e-02    1.91e-02    8.8e-08
 913500      1.60e-02    2.08e-02      3.00e-04    3.84e-04      1.50e-02    1.95e-02    8.8e-08
 913600      2.07e-02    2.40e-02      7.39e-04    2.08e-05      1.82e-02    2.30e-02    8.8e-08
 913700      2.53e-02    1.68e-02      9.03e-04    3.75e-04      2.18e-02    1.57e-02    8.8e-08
 913800      2.10e-02    1.96e-02      5.72e-04    4.76e-04      1.84e-02    1.81e-02    8.8e-08
 913900      1.97e-02    1.71e-02      4.01e-04    7.49e-04      1.83e-02    1.44e-02    8.8e-08
 914000      2.47e-02    2.14e-02      1.21e-03    2.27e-05      1.96e-02    2.05e-02    8.8e-08
 914100      1.79e-02    1.86e-02      1.83e-04    1.59e-04      1.70e-02    1.78e-02    8.8e-08
 914200      1.97e-02    1.95e-02      1.70e-04    2.43e-04      1.88e-02    1.85e-02    8.8e-08
 914300      1.70e-02    1.95e-02      1.52e-04    2.07e-04      1.62e-02    1.85e-02    8.8e-08
 914400      1.78e-02    2.20e-02      8.16e-05    4.85e-04      1.70e-02    2.04e-02    8.8e-08
 914500      2.47e-02    2.00e-02      9.37e-04    1.73e-04      2.08e-02    1.91e-02    8.8e-08
 914600      3.13e-02    1.93e-02      8.74e-04    7.04e-05      2.85e-02    1.85e-02    8.8e-08
 914700      1.91e-02    1.60e-02      5.47e-04    1.00e-04      1.72e-02    1.53e-02    8.8e-08
 914800      1.66e-02    2.38e-02      1.31e-04    1.25e-03      1.59e-02    1.96e-02    8.8e-08
 914900      1.62e-02    1.77e-02      1.31e-04    1.93e-04      1.55e-02    1.68e-02    8.8e-08
 915000      1.97e-02    1.41e-02      1.27e-04    3.24e-04      1.88e-02    1.31e-02    8.8e-08
 915100      2.01e-02    1.62e-02      4.40e-04    2.97e-04      1.86e-02    1.52e-02    8.8e-08
 915200      1.90e-02    2.58e-02      4.47e-04    1.48e-03      1.76e-02    1.87e-02    8.8e-08
 915300      1.97e-02    2.94e-02      4.36e-04    1.25e-03      1.79e-02    2.49e-02    8.8e-08
 915400      1.92e-02    1.85e-02      1.11e-04    4.12e-04      1.84e-02    1.72e-02    8.8e-08
 915500      1.78e-02    1.63e-02      2.71e-04    2.03e-04      1.67e-02    1.55e-02    8.8e-08
 915600      1.77e-02    3.00e-02      1.86e-04    4.64e-04      1.69e-02    2.84e-02    8.8e-08
 915700      2.24e-02    2.13e-02      6.82e-04    1.13e-04      2.01e-02    2.03e-02    8.8e-08
 915800      1.81e-02    1.60e-02      3.92e-04    1.57e-04      1.66e-02    1.52e-02    8.8e-08
 915900      1.82e-02    1.41e-02      2.94e-04    3.49e-04      1.70e-02    1.33e-02    8.8e-08
 916000      1.96e-02    1.70e-02      3.82e-04    4.34e-04      1.83e-02    1.56e-02    8.8e-08
 916100      2.62e-02    1.70e-02      1.15e-03    6.41e-04      2.10e-02    1.49e-02    8.8e-08
 916200      1.69e-02    1.80e-02      2.22e-04    7.84e-05      1.61e-02    1.72e-02    8.8e-08
 916300      2.33e-02    1.81e-02      7.38e-04    2.07e-04      2.00e-02    1.72e-02    8.8e-08
 916400      2.22e-02    3.07e-02      1.81e-04    1.24e-04      2.11e-02    2.94e-02    8.8e-08
 916500      1.95e-02    1.68e-02      2.57e-04    1.39e-04      1.85e-02    1.61e-02    8.8e-08
 916600      2.09e-02    1.63e-02      3.55e-04    1.87e-04      1.96e-02    1.55e-02    8.8e-08
 916700      2.07e-02    1.68e-02      5.61e-04    3.52e-05      1.87e-02    1.61e-02    8.8e-08
 916800      1.75e-02    2.02e-02      5.37e-04    2.09e-04      1.56e-02    1.92e-02    8.8e-08
 916900      2.04e-02    2.05e-02      4.36e-04    2.42e-04      1.86e-02    1.95e-02    8.8e-08
 917000      1.63e-02    1.87e-02      1.32e-04    3.07e-05      1.56e-02    1.80e-02    8.8e-08
 917100      2.23e-02    1.31e-02      5.63e-04    2.77e-04      2.02e-02    1.25e-02    8.8e-08
 917200      2.36e-02    2.55e-02      1.09e-03    1.18e-03      1.80e-02    2.08e-02    8.8e-08
 917300      2.36e-02    1.56e-02      1.05e-03    2.52e-04      1.80e-02    1.47e-02    8.8e-08
 917400      2.74e-02    2.02e-02      7.27e-04    1.00e-04      2.46e-02    1.94e-02    8.8e-08
 917500      2.04e-02    2.91e-02      4.19e-04    1.37e-03      1.91e-02    2.39e-02    8.8e-08
 917600      2.01e-02    1.70e-02      4.29e-04    2.05e-04      1.86e-02    1.61e-02    8.8e-08
 917700      2.70e-02    1.59e-02      1.55e-03    2.13e-04      1.98e-02    1.50e-02    8.8e-08
 917800      1.89e-02    1.57e-02      3.62e-04    4.77e-04      1.75e-02    1.49e-02    8.8e-08
 917900      1.71e-02    1.91e-02      2.84e-04    7.83e-04      1.60e-02    1.68e-02    8.8e-08
 918000      1.68e-02    1.60e-02      3.19e-04    5.78e-05      1.57e-02    1.53e-02    8.8e-08
 918100      1.77e-02    2.69e-02      1.75e-04    1.35e-03      1.69e-02    2.16e-02    8.8e-08
 918200      1.77e-02    2.14e-02      3.71e-04    5.77e-04      1.64e-02    1.96e-02    8.8e-08
 918300      1.98e-02    1.60e-02      4.15e-04    7.42e-05      1.84e-02    1.53e-02    8.8e-08
 918400      2.54e-02    1.57e-02      1.13e-03    4.69e-05      2.14e-02    1.51e-02    8.8e-08
 918500      1.70e-02    1.52e-02      4.59e-04    6.28e-05      1.55e-02    1.46e-02    8.8e-08
 918600      1.83e-02    1.84e-02      5.36e-04    1.47e-04      1.63e-02    1.76e-02    8.8e-08
 918700      1.65e-02    2.06e-02      1.68e-04    1.89e-04      1.57e-02    1.97e-02    8.8e-08
 918800      2.03e-02    1.64e-02      4.59e-04    4.44e-05      1.85e-02    1.57e-02    8.8e-08
 918900      2.20e-02    1.85e-02      1.07e-03    9.04e-05      1.82e-02    1.77e-02    8.8e-08
 919000      1.61e-02    1.95e-02      1.75e-04    2.53e-04      1.52e-02    1.85e-02    8.8e-08
 919100      1.78e-02    1.42e-02      3.77e-04    1.58e-04      1.66e-02    1.36e-02    8.8e-08
 919200      2.15e-02    1.55e-02      8.96e-04    2.46e-04      1.73e-02    1.46e-02    8.8e-08
 919300      1.96e-02    2.04e-02      3.14e-04    3.30e-04      1.86e-02    1.92e-02    8.8e-08
 919400      1.76e-02    1.73e-02      1.76e-04    8.63e-06      1.68e-02    1.65e-02    8.8e-08
 919500      1.89e-02    1.60e-02      4.78e-04    1.18e-04      1.72e-02    1.53e-02    8.8e-08
 919600      2.23e-02    1.46e-02      7.52e-04    3.32e-04      1.96e-02    1.39e-02    8.8e-08
 919700      1.65e-02    1.95e-02      1.63e-04    9.60e-04      1.57e-02    1.58e-02    8.8e-08
 919800      1.63e-02    1.63e-02      3.15e-04    5.30e-05      1.51e-02    1.56e-02    8.8e-08
 919900      2.32e-02    1.71e-02      1.07e-03    5.59e-04      1.92e-02    1.56e-02    8.8e-08
 920000      1.94e-02    3.03e-02      3.66e-04    1.44e-03      1.82e-02    2.49e-02    8.0e-08
 920100      1.93e-02    1.78e-02      5.35e-04    5.58e-05      1.74e-02    1.72e-02    8.0e-08
 920200      2.05e-02    1.50e-02      3.92e-04    1.00e-04      1.93e-02    1.45e-02    8.0e-08
 920300      2.30e-02    1.37e-02      7.91e-04    2.80e-04      1.93e-02    1.31e-02    8.0e-08
 920400      2.46e-02    1.89e-02      4.07e-04    1.08e-04      2.33e-02    1.81e-02    8.0e-08
 920500      1.84e-02    1.79e-02      2.35e-04    4.23e-05      1.74e-02    1.72e-02    8.0e-08
 920600      1.78e-02    1.74e-02      2.05e-04    5.15e-04      1.69e-02    1.60e-02    8.0e-08
 920700      2.03e-02    2.09e-02      1.67e-04    1.71e-04      1.95e-02    2.00e-02    8.0e-08
 920800      2.25e-02    1.69e-02      7.33e-04    7.96e-05      1.92e-02    1.63e-02    8.0e-08
 920900      2.19e-02    1.46e-02      8.34e-04    4.54e-04      1.80e-02    1.38e-02    8.0e-08
 921000      2.13e-02    1.92e-02      2.39e-04    1.54e-04      2.00e-02    1.84e-02    8.0e-08
 921100      1.80e-02    1.81e-02      3.91e-04    3.93e-04      1.68e-02    1.69e-02    8.0e-08
 921200      1.92e-02    3.14e-02      4.50e-04    1.96e-03      1.77e-02    2.14e-02    8.0e-08
 921300      1.77e-02    1.48e-02      2.45e-04    5.48e-05      1.70e-02    1.42e-02    8.0e-08
 921400      2.00e-02    1.48e-02      2.76e-04    2.59e-04      1.91e-02    1.40e-02    8.0e-08
 921500      2.27e-02    1.56e-02      5.48e-04    2.88e-05      2.09e-02    1.50e-02    8.0e-08
 921600      1.72e-02    2.80e-02      4.87e-04    1.13e-03      1.56e-02    2.42e-02    8.0e-08
