 # step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 875300      1.63e-02    2.68e-02      3.62e-04    1.33e-03      1.50e-02    2.12e-02    1.3e-07
 875400      2.09e-02    3.11e-02      4.25e-04    1.77e-03      1.89e-02    2.24e-02    1.3e-07
 875500      1.90e-02    3.22e-02      5.19e-04    6.50e-04      1.70e-02    2.96e-02    1.3e-07
 875600      1.94e-02    1.93e-02      2.41e-04    1.45e-04      1.79e-02    1.81e-02    1.3e-07
 875700      2.38e-02    2.18e-02      4.14e-04    2.46e-04      2.17e-02    2.05e-02    1.3e-07
 875800      2.05e-02    1.76e-02      5.90e-04    7.10e-05      1.86e-02    1.65e-02    1.3e-07
 875900      1.80e-02    1.66e-02      1.19e-04    5.53e-04      1.69e-02    1.47e-02    1.3e-07
 876000      2.43e-02    2.46e-02      9.01e-04    5.92e-04      2.06e-02    2.23e-02    1.3e-07
 876100      1.66e-02    1.73e-02      3.73e-04    2.20e-06      1.52e-02    1.63e-02    1.3e-07
 876200      2.20e-02    2.02e-02      2.90e-04    6.14e-05      2.04e-02    1.90e-02    1.3e-07
 876300      1.56e-02    2.32e-02      1.76e-04    1.99e-04      1.46e-02    2.17e-02    1.3e-07
 876400      1.85e-02    2.20e-02      3.62e-04    6.46e-04      1.68e-02    1.95e-02    1.3e-07
 876500      2.42e-02    1.81e-02      8.71e-04    2.80e-04      2.07e-02    1.68e-02    1.3e-07
 876600      1.65e-02    1.86e-02      3.02e-04    2.27e-04      1.52e-02    1.73e-02    1.3e-07
 876700      2.00e-02    2.09e-02      8.05e-04    1.26e-05      1.70e-02    1.96e-02    1.3e-07
 876800      2.26e-02    1.79e-02      8.65e-04    1.05e-04      1.86e-02    1.68e-02    1.3e-07
 876900      2.31e-02    1.84e-02      5.89e-04    4.60e-04      1.96e-02    1.66e-02    1.3e-07
 877000      1.92e-02    1.65e-02      3.10e-04    6.05e-04      1.78e-02    1.51e-02    1.3e-07
 877100      1.83e-02    2.09e-02      2.01e-04    1.07e-03      1.71e-02    1.60e-02    1.3e-07
 877200      1.88e-02    1.52e-02      4.02e-04    2.44e-04      1.70e-02    1.42e-02    1.3e-07
 877300      2.41e-02    1.62e-02      5.02e-04    1.29e-05      2.16e-02    1.52e-02    1.3e-07
 877400      1.87e-02    1.73e-02      3.21e-04    5.13e-05      1.72e-02    1.62e-02    1.3e-07
 877500      1.86e-02    1.56e-02      2.81e-04    1.17e-04      1.71e-02    1.47e-02    1.3e-07
 877600      2.03e-02    3.17e-02      4.92e-04    5.56e-04      1.83e-02    2.92e-02    1.3e-07
 877700      2.54e-02    2.16e-02      5.15e-04    9.45e-06      2.29e-02    2.03e-02    1.3e-07
 877800      1.96e-02    2.23e-02      5.47e-04    7.47e-04      1.73e-02    1.93e-02    1.3e-07
 877900      1.76e-02    2.58e-02      4.16e-04    1.10e-03      1.59e-02    2.12e-02    1.3e-07
 878000      1.92e-02    2.03e-02      2.71e-04    8.30e-04      1.76e-02    1.69e-02    1.3e-07
 878100      1.82e-02    2.04e-02      4.21e-04    4.11e-04      1.64e-02    1.87e-02    1.3e-07
 878200      1.82e-02    1.63e-02      2.17e-04    2.71e-04      1.69e-02    1.53e-02    1.3e-07
 878300      1.70e-02    1.89e-02      8.45e-05    3.27e-04      1.59e-02    1.74e-02    1.3e-07
 878400      2.27e-02    1.70e-02      6.74e-04    1.17e-05      1.97e-02    1.60e-02    1.3e-07
 878500      1.62e-02    1.64e-02      2.84e-04    3.88e-04      1.51e-02    1.52e-02    1.3e-07
 878600      2.10e-02    1.87e-02      4.67e-04    1.58e-04      1.91e-02    1.75e-02    1.3e-07
 878700      2.03e-02    2.05e-02      4.33e-04    1.59e-04      1.82e-02    1.92e-02    1.3e-07
 878800      1.93e-02    1.98e-02      4.78e-04    4.48e-04      1.76e-02    1.79e-02    1.3e-07
 878900      2.52e-02    2.09e-02      2.68e-04    1.63e-04      2.35e-02    1.96e-02    1.3e-07
 879000      1.84e-02    1.63e-02      4.19e-04    4.09e-04      1.67e-02    1.52e-02    1.3e-07
 879100      1.67e-02    1.71e-02      2.29e-04    1.40e-04      1.53e-02    1.60e-02    1.3e-07
 879200      1.97e-02    3.20e-02      5.97e-04    1.66e-03      1.71e-02    2.43e-02    1.3e-07
 879300      1.92e-02    1.77e-02      2.08e-04    5.93e-04      1.79e-02    1.55e-02    1.3e-07
 879400      1.95e-02    2.06e-02      4.42e-04    4.85e-04      1.77e-02    1.87e-02    1.3e-07
 879500      2.25e-02    1.92e-02      8.77e-04    8.93e-05      1.81e-02    1.80e-02    1.3e-07
 879600      2.50e-02    1.39e-02      8.54e-04    9.60e-05      2.12e-02    1.31e-02    1.3e-07
 879700      1.91e-02    1.63e-02      1.95e-04    2.97e-04      1.77e-02    1.50e-02    1.3e-07
 879800      2.88e-02    1.57e-02      5.90e-04    4.06e-04      2.63e-02    1.42e-02    1.3e-07
 879900      1.84e-02    2.75e-02      2.75e-04    8.20e-04      1.70e-02    2.47e-02    1.3e-07
 880000      1.98e-02    2.03e-02      5.44e-04    1.23e-04      1.70e-02    1.92e-02    1.2e-07
 880100      1.64e-02    1.76e-02      4.31e-04    2.33e-04      1.49e-02    1.65e-02    1.2e-07
 880200      1.86e-02    1.79e-02      2.29e-04    2.12e-04      1.72e-02    1.68e-02    1.2e-07
 880300      1.84e-02    2.76e-02      6.62e-05    1.32e-03      1.74e-02    2.22e-02    1.2e-07
 880400      1.89e-02    2.14e-02      3.98e-04    6.15e-04      1.73e-02    1.92e-02    1.2e-07
 880500      1.95e-02    1.79e-02      2.53e-04    2.90e-04      1.81e-02    1.67e-02    1.2e-07
 880600      1.80e-02    1.93e-02      4.43e-04    1.76e-04      1.66e-02    1.82e-02    1.2e-07
 880700      1.91e-02    1.48e-02      5.52e-04    3.47e-04      1.74e-02    1.38e-02    1.2e-07
 880800      2.12e-02    2.13e-02      4.40e-04    4.69e-04      1.93e-02    1.95e-02    1.2e-07
 880900      1.66e-02    2.41e-02      2.29e-04    2.77e-04      1.56e-02    2.26e-02    1.2e-07
 881000      1.48e-02    1.54e-02      4.85e-04    2.56e-04      1.37e-02    1.45e-02    1.2e-07
 881100      1.98e-02    2.15e-02      3.31e-04    4.39e-04      1.83e-02    1.98e-02    1.2e-07
 881200      2.73e-02    1.53e-02      6.32e-04    1.23e-04      2.45e-02    1.44e-02    1.2e-07
 881300      1.78e-02    2.19e-02      1.31e-04    4.72e-04      1.67e-02    2.00e-02    1.2e-07
 881400      1.90e-02    1.50e-02      4.39e-04    4.25e-04      1.72e-02    1.36e-02    1.2e-07
 881500      2.23e-02    1.93e-02      2.00e-04    1.83e-04      2.09e-02    1.81e-02    1.2e-07
 881600      1.94e-02    3.19e-02      8.94e-04    1.85e-03      1.56e-02    2.28e-02    1.2e-07
 881700      2.13e-02    1.97e-02      6.33e-04    6.05e-04      1.88e-02    1.75e-02    1.2e-07
 881800      1.48e-02    1.78e-02      2.22e-04    1.67e-06      1.39e-02    1.68e-02    1.2e-07
 881900      1.93e-02    2.27e-02      2.89e-05    6.28e-04      1.82e-02    2.04e-02    1.2e-07
 882000      1.89e-02    2.08e-02      2.16e-04    7.48e-04      1.77e-02    1.79e-02    1.2e-07
 882100      1.80e-02    1.54e-02      4.02e-04    2.66e-04      1.65e-02    1.43e-02    1.2e-07
 882200      1.93e-02    1.66e-02      4.28e-04    3.01e-04      1.77e-02    1.54e-02    1.2e-07
 882300      1.90e-02    2.51e-02      4.29e-04    8.79e-04      1.73e-02    2.18e-02    1.2e-07
 882400      2.33e-02    2.06e-02      5.27e-04    2.40e-04      2.10e-02    1.93e-02    1.2e-07
 882500      1.85e-02    3.00e-02      4.40e-04    1.46e-03      1.67e-02    2.39e-02    1.2e-07
 882600      2.47e-02    1.42e-02      9.33e-04    2.70e-04      2.11e-02    1.31e-02    1.2e-07
 882700      3.34e-02    1.63e-02      1.11e-03    3.77e-04      2.88e-02    1.53e-02    1.2e-07
 882800      1.88e-02    1.47e-02      2.46e-04    2.32e-04      1.76e-02    1.36e-02    1.2e-07
 882900      2.53e-02    1.54e-02      8.71e-04    1.44e-05      2.18e-02    1.46e-02    1.2e-07
 883000      1.97e-02    3.17e-02      3.87e-04    1.60e-03      1.80e-02    2.50e-02    1.2e-07
 883100      1.71e-02    1.79e-02      2.27e-04    4.19e-04      1.60e-02    1.63e-02    1.2e-07
 883200      2.03e-02    2.23e-02      6.43e-04    6.61e-04      1.79e-02    1.98e-02    1.2e-07
 883300      2.28e-02    1.73e-02      4.90e-04    7.71e-04      2.07e-02    1.43e-02    1.2e-07
 883400      2.36e-02    2.13e-02      8.38e-04    7.40e-04      2.05e-02    1.85e-02    1.2e-07
 883500      2.43e-02    1.78e-02      1.16e-03    2.37e-04      1.86e-02    1.67e-02    1.2e-07
 883600      2.03e-02    1.79e-02      5.95e-04    2.01e-04      1.78e-02    1.68e-02    1.2e-07
 883700      1.82e-02    1.97e-02      7.36e-04    3.10e-04      1.54e-02    1.84e-02    1.2e-07
 883800      1.80e-02    2.19e-02      5.11e-04    4.60e-04      1.60e-02    2.01e-02    1.2e-07
 883900      1.72e-02    3.18e-02      1.38e-04    1.75e-03      1.62e-02    2.40e-02    1.2e-07
 884000      1.82e-02    2.04e-02      4.02e-04    7.04e-04      1.65e-02    1.78e-02    1.2e-07
 884100      2.77e-02    5.12e-02      1.26e-03    8.15e-04      2.22e-02    4.78e-02    1.2e-07
 884200      2.65e-02    2.13e-02      1.31e-03    2.30e-04      1.99e-02    1.99e-02    1.2e-07
 884300      1.92e-02    1.71e-02      3.53e-04    4.46e-04      1.76e-02    1.55e-02    1.2e-07
 884400      1.69e-02    1.77e-02      4.85e-04    4.74e-04      1.49e-02    1.62e-02    1.2e-07
 884500      1.85e-02    2.31e-02      2.24e-04    5.35e-04      1.73e-02    2.12e-02    1.2e-07
 884600      2.38e-02    1.21e-02      7.85e-04    4.56e-05      2.07e-02    1.14e-02    1.2e-07
 884700      1.89e-02    2.17e-02      2.00e-04    2.21e-04      1.78e-02    2.03e-02    1.2e-07
 884800      2.74e-02    1.56e-02      1.36e-03    6.57e-05      2.12e-02    1.47e-02    1.2e-07
 884900      2.01e-02    1.72e-02      8.61e-04    8.85e-05      1.72e-02    1.62e-02    1.2e-07
 885000      1.86e-02    1.70e-02      2.64e-04    1.55e-04      1.74e-02    1.61e-02    1.2e-07
 885100      2.44e-02    2.15e-02      1.12e-03    2.08e-05      1.87e-02    2.03e-02    1.2e-07
 885200      2.15e-02    3.04e-02      2.53e-04    1.54e-03      2.01e-02    2.39e-02    1.2e-07
 885300      1.97e-02    1.93e-02      3.93e-04    1.11e-04      1.80e-02    1.82e-02    1.2e-07
 885400      2.04e-02    1.84e-02      6.93e-04    5.64e-04      1.77e-02    1.66e-02    1.2e-07
 885500      1.96e-02    2.41e-02      4.05e-04    5.06e-04      1.78e-02    2.22e-02    1.2e-07
 885600      2.00e-02    3.01e-02      6.78e-04    1.53e-03      1.75e-02    2.37e-02    1.2e-07
 885700      2.08e-02    1.89e-02      5.45e-04    2.79e-05      1.83e-02    1.78e-02    1.2e-07
 885800      1.90e-02    1.93e-02      1.87e-04    1.70e-04      1.77e-02    1.81e-02    1.2e-07
 885900      1.92e-02    1.83e-02      6.53e-05    1.43e-04      1.81e-02    1.72e-02    1.2e-07
 886000      1.87e-02    1.63e-02      1.67e-04    1.70e-04      1.76e-02    1.53e-02    1.2e-07
 886100      2.10e-02    1.26e-02      6.27e-04    3.47e-04      1.79e-02    1.17e-02    1.2e-07
 886200      2.40e-02    1.92e-02      8.96e-04    1.14e-05      2.01e-02    1.81e-02    1.2e-07
 886300      2.11e-02    2.74e-02      7.26e-04    1.36e-03      1.82e-02    2.14e-02    1.2e-07
 886400      1.94e-02    1.69e-02      4.46e-04    1.23e-04      1.79e-02    1.59e-02    1.2e-07
 886500      2.01e-02    1.91e-02      3.08e-04    2.03e-04      1.87e-02    1.79e-02    1.2e-07
 886600      1.69e-02    1.76e-02      3.06e-04    4.54e-04      1.57e-02    1.64e-02    1.2e-07
 886700      1.90e-02    2.12e-02      2.64e-04    4.33e-05      1.76e-02    2.01e-02    1.2e-07
 886800      1.95e-02    1.89e-02      4.60e-04    1.89e-04      1.78e-02    1.77e-02    1.2e-07
 886900      2.01e-02    1.41e-02      3.78e-04    4.68e-05      1.86e-02    1.33e-02    1.2e-07
 887000      1.73e-02    3.09e-02      9.14e-05    1.70e-03      1.63e-02    2.28e-02    1.2e-07
 887100      1.92e-02    2.17e-02      2.96e-04    6.42e-05      1.76e-02    2.05e-02    1.2e-07
 887200      2.13e-02    1.51e-02      7.90e-04    3.96e-05      1.71e-02    1.42e-02    1.2e-07
 887300      2.24e-02    1.60e-02      2.75e-04    1.95e-04      2.09e-02    1.51e-02    1.2e-07
 887400      1.99e-02    1.61e-02      2.03e-04    1.33e-04      1.87e-02    1.52e-02    1.2e-07
 887500      1.68e-02    1.53e-02      3.12e-04    1.28e-04      1.55e-02    1.45e-02    1.2e-07
 887600      2.46e-02    2.02e-02      4.85e-04    4.17e-05      2.23e-02    1.91e-02    1.2e-07
 887700      2.30e-02    1.43e-02      8.07e-04    4.38e-04      2.00e-02    1.33e-02    1.2e-07
 887800      1.60e-02    1.61e-02      5.22e-04    2.21e-04      1.44e-02    1.50e-02    1.2e-07
 887900      1.88e-02    2.56e-02      5.17e-04    4.36e-04      1.70e-02    2.41e-02    1.2e-07
 888000      1.52e-02    1.53e-02      2.55e-04    1.08e-06      1.41e-02    1.45e-02    1.2e-07
 888100      1.74e-02    2.10e-02      2.80e-04    6.99e-04      1.62e-02    1.84e-02    1.2e-07
 888200      1.93e-02    2.33e-02      2.37e-04    1.22e-03      1.79e-02    1.77e-02    1.2e-07
 888300      1.64e-02    1.73e-02      1.14e-04    1.88e-04      1.54e-02    1.62e-02    1.2e-07
 888400      2.22e-02    2.39e-02      7.38e-04    1.03e-03      1.92e-02    1.97e-02    1.2e-07
 888500      1.71e-02    1.75e-02      2.68e-04    2.28e-04      1.59e-02    1.65e-02    1.2e-07
 888600      1.79e-02    1.57e-02      3.12e-04    3.51e-04      1.66e-02    1.45e-02    1.2e-07
 888700      1.76e-02    1.68e-02      3.42e-04    1.06e-04      1.62e-02    1.58e-02    1.2e-07
 888800      2.00e-02    1.91e-02      5.86e-04    6.05e-04      1.75e-02    1.70e-02    1.2e-07
 888900      1.67e-02    1.65e-02      1.74e-04    2.64e-04      1.57e-02    1.53e-02    1.2e-07
 889000      1.67e-02    1.58e-02      4.37e-04    1.70e-04      1.51e-02    1.48e-02    1.2e-07
 889100      2.17e-02    2.19e-02      4.44e-04    8.94e-04      1.99e-02    1.84e-02    1.2e-07
 889200      1.72e-02    1.27e-02      2.80e-04    1.26e-05      1.59e-02    1.20e-02    1.2e-07
 889300      2.37e-02    1.28e-02      7.38e-04    4.87e-04      2.06e-02    1.18e-02    1.2e-07
 889400      1.70e-02    1.66e-02      1.83e-04    2.74e-04      1.60e-02    1.55e-02    1.2e-07
 889500      2.06e-02    1.99e-02      6.04e-04    1.32e-04      1.84e-02    1.87e-02    1.2e-07
 889600      2.11e-02    1.76e-02      3.91e-04    4.15e-04      1.95e-02    1.61e-02    1.2e-07
 889700      1.91e-02    1.42e-02      2.27e-04    1.90e-04      1.79e-02    1.33e-02    1.2e-07
 889800      2.11e-02    1.87e-02      6.20e-04    4.21e-05      1.87e-02    1.77e-02    1.2e-07
 889900      2.46e-02    1.65e-02      4.24e-04    9.76e-05      2.27e-02    1.56e-02    1.2e-07
 890000      1.91e-02    3.24e-02      2.12e-04    1.88e-03      1.80e-02    2.32e-02    1.1e-07
 890100      2.08e-02    1.52e-02      3.89e-04    2.29e-04      1.91e-02    1.43e-02    1.1e-07
 890200      1.63e-02    1.77e-02      2.56e-04    3.67e-04      1.53e-02    1.64e-02    1.1e-07
 890300      2.39e-02    1.44e-02      4.59e-04    1.07e-04      2.23e-02    1.37e-02    1.1e-07
 890400      2.28e-02    1.44e-02      7.76e-04    5.41e-04      1.95e-02    1.34e-02    1.1e-07
 890500      1.74e-02    1.52e-02      1.91e-04    3.06e-04      1.64e-02    1.40e-02    1.1e-07
 890600      2.19e-02    2.10e-02      4.19e-04    1.17e-05      2.03e-02    1.99e-02    1.1e-07
 890700      2.01e-02    1.93e-02      4.64e-04    3.89e-05      1.82e-02    1.84e-02    1.1e-07
 890800      1.96e-02    1.48e-02      8.16e-05    2.94e-04      1.86e-02    1.39e-02    1.1e-07
 890900      1.89e-02    1.83e-02      4.13e-04    2.52e-04      1.75e-02    1.73e-02    1.1e-07
 891000      1.65e-02    1.25e-02      2.84e-04    3.84e-04      1.54e-02    1.17e-02    1.1e-07
 891100      1.96e-02    1.89e-02      3.30e-04    4.51e-04      1.83e-02    1.74e-02    1.1e-07
 891200      1.81e-02    3.54e-02      4.99e-04    1.05e-03      1.64e-02    3.22e-02    1.1e-07
 891300      1.99e-02    1.70e-02      4.85e-04    2.81e-04      1.82e-02    1.59e-02    1.1e-07
 891400      2.07e-02    1.79e-02      5.08e-04    4.27e-05      1.88e-02    1.70e-02    1.1e-07
 891500      1.96e-02    2.03e-02      2.33e-04    2.44e-04      1.85e-02    1.91e-02    1.1e-07
 891600      2.14e-02    1.80e-02      6.80e-04    6.10e-04      1.88e-02    1.67e-02    1.1e-07
 891700      2.37e-02    1.64e-02      9.58e-04    2.82e-04      1.90e-02    1.54e-02    1.1e-07
 891800      1.77e-02    1.58e-02      4.52e-04    1.09e-04      1.62e-02    1.50e-02    1.1e-07
 891900      1.53e-02    1.85e-02      1.79e-04    2.32e-04      1.45e-02    1.76e-02    1.1e-07
 892000      1.84e-02    1.86e-02      2.44e-04    4.81e-04      1.72e-02    1.70e-02    1.1e-07
 892100      3.11e-02    1.75e-02      8.08e-04    3.57e-05      2.82e-02    1.66e-02    1.1e-07
 892200      1.66e-02    2.63e-02      1.79e-04    1.36e-03      1.56e-02    2.06e-02    1.1e-07
 892300      2.13e-02    2.98e-02      6.31e-04    2.66e-04      1.90e-02    2.81e-02    1.1e-07
 892400      2.15e-02    2.20e-02      8.73e-04    3.01e-04      1.80e-02    2.09e-02    1.1e-07
 892500      2.23e-02    2.33e-02      8.66e-04    6.22e-04      1.87e-02    2.10e-02    1.1e-07
 892600      1.77e-02    1.73e-02      3.57e-04    2.84e-04      1.64e-02    1.62e-02    1.1e-07
 892700      1.93e-02    1.69e-02      1.31e-04    3.56e-04      1.83e-02    1.59e-02    1.1e-07
 892800      1.72e-02    1.65e-02      5.08e-04    1.88e-05      1.53e-02    1.57e-02    1.1e-07
 892900      1.65e-02    1.67e-02      1.17e-04    6.20e-04      1.56e-02    1.48e-02    1.1e-07
 893000      1.73e-02    1.76e-02      4.47e-04    4.65e-04      1.57e-02    1.59e-02    1.1e-07
 893100      1.90e-02    1.80e-02      1.75e-04    3.22e-04      1.80e-02    1.69e-02    1.1e-07
 893200      1.84e-02    2.65e-02      3.24e-04    3.65e-04      1.70e-02    2.48e-02    1.1e-07
 893300      1.71e-02    1.55e-02      1.38e-04    4.73e-04      1.62e-02    1.41e-02    1.1e-07
 893400      2.65e-02    1.70e-02      5.72e-04    3.02e-04      2.42e-02    1.59e-02    1.1e-07
 893500      2.03e-02    1.88e-02      5.71e-04    4.84e-04      1.83e-02    1.71e-02    1.1e-07
 893600      2.25e-02    1.79e-02      6.70e-04    6.47e-05      1.99e-02    1.70e-02    1.1e-07
 893700      2.48e-02    2.29e-02      1.01e-03    1.96e-04      2.09e-02    2.16e-02    1.1e-07
 893800      1.62e-02    2.41e-02      2.53e-04    9.33e-04      1.52e-02    2.06e-02    1.1e-07
 893900      2.13e-02    1.96e-02      7.09e-04    1.77e-04      1.79e-02    1.86e-02    1.1e-07
 894000      1.95e-02    1.75e-02      4.07e-04    6.53e-04      1.80e-02    1.54e-02    1.1e-07
 894100      2.57e-02    1.17e-02      9.14e-04    7.33e-04      2.15e-02    1.04e-02    1.1e-07
 894200      1.89e-02    2.28e-02      3.55e-04    7.24e-04      1.70e-02    2.03e-02    1.1e-07
 894300      1.84e-02    2.80e-02      2.40e-04    1.54e-03      1.73e-02    2.12e-02    1.1e-07
 894400      2.13e-02    1.64e-02      2.38e-04    5.72e-04      2.01e-02    1.43e-02    1.1e-07
 894500      2.69e-02    1.90e-02      8.75e-04    4.43e-04      2.21e-02    1.74e-02    1.1e-07
 894600      1.57e-02    2.19e-02      1.59e-04    3.48e-04      1.48e-02    2.04e-02    1.1e-07
 894700      1.75e-02    1.59e-02      2.86e-04    1.48e-04      1.63e-02    1.50e-02    1.1e-07
 894800      2.08e-02    1.99e-02      6.18e-04    3.13e-04      1.81e-02    1.86e-02    1.1e-07
 894900      1.97e-02    3.38e-02      5.00e-04    2.17e-03      1.74e-02    2.29e-02    1.1e-07
 895000      2.03e-02    1.76e-02      7.17e-05    8.03e-05      1.92e-02    1.67e-02    1.1e-07
 895100      2.53e-02    1.53e-02      9.76e-04    1.65e-04      2.17e-02    1.44e-02    1.1e-07
 895200      2.02e-02    1.79e-02      3.21e-04    3.19e-04      1.88e-02    1.66e-02    1.1e-07
 895300      1.80e-02    2.40e-02      3.30e-04    5.07e-05      1.68e-02    2.28e-02    1.1e-07
 895400      2.15e-02    1.31e-02      6.87e-04    6.56e-04      1.89e-02    1.19e-02    1.1e-07
 895500      1.68e-02    2.67e-02      4.57e-04    8.75e-04      1.54e-02    2.37e-02    1.1e-07
 895600      1.85e-02    2.55e-02      3.13e-04    5.59e-05      1.73e-02    2.42e-02    1.1e-07
 895700      2.31e-02    2.16e-02      9.60e-04    4.88e-04      1.96e-02    1.98e-02    1.1e-07
 895800      2.02e-02    2.84e-02      5.26e-04    1.21e-03      1.80e-02    2.39e-02    1.1e-07
 895900      1.78e-02    1.62e-02      2.88e-04    7.38e-04      1.65e-02    1.32e-02    1.1e-07
 896000      1.53e-02    1.80e-02      2.79e-04    2.26e-05      1.43e-02    1.71e-02    1.1e-07
 896100      2.16e-02    1.69e-02      7.12e-04    5.26e-04      1.91e-02    1.51e-02    1.1e-07
 896200      1.68e-02    1.61e-02      3.64e-04    4.77e-05      1.55e-02    1.53e-02    1.1e-07
 896300      1.86e-02    2.01e-02      3.25e-04    8.31e-04      1.74e-02    1.75e-02    1.1e-07
 896400      1.97e-02    1.73e-02      3.58e-04    4.35e-04      1.83e-02    1.57e-02    1.1e-07
 896500      2.11e-02    1.82e-02      3.94e-04    2.82e-04      1.96e-02    1.72e-02    1.1e-07
 896600      2.00e-02    2.23e-02      3.81e-04    4.23e-04      1.84e-02    2.07e-02    1.1e-07
 896700      2.23e-02    1.43e-02      5.87e-04    1.91e-04      1.94e-02    1.35e-02    1.1e-07
 896800      1.82e-02    1.76e-02      5.61e-04    7.81e-04      1.64e-02    1.62e-02    1.1e-07
 896900      1.79e-02    1.81e-02      3.45e-04    2.45e-04      1.65e-02    1.71e-02    1.1e-07
 897000      2.07e-02    2.16e-02      4.23e-04    7.59e-04      1.87e-02    1.89e-02    1.1e-07
 897100      2.28e-02    1.90e-02      6.91e-04    2.35e-04      2.01e-02    1.81e-02    1.1e-07
 897200      2.34e-02    1.75e-02      5.92e-04    1.63e-04      2.08e-02    1.65e-02    1.1e-07
 897300      2.12e-02    1.94e-02      5.95e-04    4.56e-04      1.92e-02    1.83e-02    1.1e-07
 897400      1.76e-02    1.57e-02      1.40e-04    1.94e-04      1.67e-02    1.47e-02    1.1e-07
 897500      2.01e-02    2.46e-02      2.89e-04    6.29e-04      1.89e-02    2.24e-02    1.1e-07
 897600      1.99e-02    1.92e-02      2.58e-04    3.20e-04      1.84e-02    1.79e-02    1.1e-07
 897700      1.64e-02    1.80e-02      1.12e-04    3.46e-04      1.56e-02    1.67e-02    1.1e-07
 897800      1.77e-02    2.05e-02      5.53e-04    5.08e-05      1.57e-02    1.95e-02    1.1e-07
 897900      2.25e-02    2.97e-02      4.63e-04    8.78e-04      2.06e-02    2.78e-02    1.1e-07
 898000      1.70e-02    1.55e-02      1.71e-04    2.81e-04      1.60e-02    1.45e-02    1.1e-07
 898100      2.39e-02    1.84e-02      9.85e-04    8.15e-04      1.95e-02    1.53e-02    1.1e-07
 898200      1.85e-02    1.84e-02      2.74e-04    7.87e-04      1.74e-02    1.54e-02    1.1e-07
 898300      1.97e-02    1.84e-02      5.53e-04    6.36e-04      1.72e-02    1.64e-02    1.1e-07
 898400      2.93e-02    1.74e-02      6.16e-04    6.53e-05      2.68e-02    1.65e-02    1.1e-07
 898500      2.43e-02    1.99e-02      1.05e-03    2.48e-05      2.01e-02    1.89e-02    1.1e-07
 898600      2.41e-02    2.21e-02      8.76e-04    5.32e-04      2.05e-02    2.02e-02    1.1e-07
 898700      1.81e-02    1.37e-02      2.96e-04    1.50e-04      1.68e-02    1.30e-02    1.1e-07
 898800      1.98e-02    2.04e-02      4.54e-04    1.98e-04      1.81e-02    1.93e-02    1.1e-07
 898900      1.74e-02    1.68e-02      2.53e-04    2.61e-04      1.63e-02    1.57e-02    1.1e-07
 899000      1.67e-02    1.78e-02      5.74e-04    1.22e-04      1.52e-02    1.68e-02    1.1e-07
 899100      1.51e-02    1.60e-02      2.61e-04    6.58e-06      1.39e-02    1.52e-02    1.1e-07
 899200      1.77e-02    2.04e-02      1.46e-04    7.19e-04      1.67e-02    1.78e-02    1.1e-07
 899300      1.68e-02    1.76e-02      3.47e-04    5.02e-04      1.56e-02    1.60e-02    1.1e-07
 899400      2.00e-02    2.83e-02      8.49e-04    1.36e-03      1.70e-02    2.26e-02    1.1e-07
 899500      1.78e-02    1.50e-02      3.25e-04    1.65e-04      1.65e-02    1.42e-02    1.1e-07
 899600      2.24e-02    1.97e-02      8.45e-04    5.08e-04      1.88e-02    1.79e-02    1.1e-07
 899700      1.56e-02    2.01e-02      2.47e-04    7.13e-05      1.47e-02    1.91e-02    1.1e-07
 899800      2.03e-02    2.67e-02      4.84e-04    6.50e-04      1.86e-02    2.44e-02    1.1e-07
 899900      1.94e-02    1.83e-02      1.91e-04    5.82e-04      1.82e-02    1.62e-02    1.1e-07
 900000      2.11e-02    1.55e-02      6.02e-04    7.54e-05      1.89e-02    1.48e-02    9.8e-08
 900100      2.00e-02    1.86e-02      3.52e-04    3.34e-04      1.87e-02    1.75e-02    9.8e-08
 900200      2.11e-02    2.90e-02      2.82e-04    1.45e-03      1.98e-02    2.32e-02    9.8e-08
 900300      1.98e-02    1.90e-02      6.00e-04    2.74e-06      1.75e-02    1.81e-02    9.8e-08
 900400      2.10e-02    1.82e-02      2.01e-04    9.65e-04      1.99e-02    1.65e-02    9.8e-08
 900500      2.11e-02    1.58e-02      3.37e-04    1.65e-04      1.97e-02    1.50e-02    9.8e-08
 900600      2.27e-02    1.58e-02      1.01e-03    4.58e-04      1.83e-02    1.43e-02    9.8e-08
 900700      1.67e-02    2.00e-02      1.80e-04    3.20e-04      1.58e-02    1.88e-02    9.8e-08
 900800      2.00e-02    1.83e-02      6.47e-04    4.80e-04      1.76e-02    1.69e-02    9.8e-08
 900900      1.77e-02    1.75e-02      2.66e-04    5.77e-04      1.66e-02    1.55e-02    9.8e-08
 901000      2.58e-02    1.60e-02      1.14e-03    2.41e-04      1.99e-02    1.52e-02    9.8e-08
 901100      1.78e-02    1.75e-02      2.09e-04    3.78e-04      1.68e-02    1.63e-02    9.8e-08
 901200      1.86e-02    2.05e-02      3.57e-04    8.40e-04      1.74e-02    1.74e-02    9.8e-08
 901300      1.79e-02    2.12e-02      3.92e-04    4.48e-04      1.66e-02    1.96e-02    9.8e-08
 901400      2.29e-02    1.88e-02      8.30e-04    3.04e-04      1.99e-02    1.77e-02    9.8e-08
 901500      2.07e-02    1.44e-02      2.14e-04    3.50e-04      1.97e-02    1.36e-02    9.8e-08
